Time,Currency,Event,Forecast,Actual,Previous
02/11/2022 21:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
02/11/2022 21:00,USD,Federal Funds Rate,4.00%,4.00%,3.25%
02/11/2022 21:00,USD,FOMC Statement,unknown,unknown,unknown
02/11/2022 21:30,USD,FOMC Press Conference,unknown,unknown,unknown
02/11/2022 23:00,NZD,RBNZ Gov Orr Speaks,unknown,unknown,unknown
03/11/2022 03:00,NZD,ANZ Commodity Prices m/m,unknown,-3.4%,-0.6%
02/11/2022 00:00,JPY,Bank Holiday,unknown,unknown,unknown
03/11/2022 03:30,AUD,Goods Trade Balance,8.72B,12.44B,8.66B
03/11/2022 04:45,CNY,Caixin Services PMI,48.9,48.4,49.3
03/11/2022 10:30,CHF,CPI m/m,0.2%,0.1%,-0.2%
03/11/2022 11:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
03/11/2022 11:00,EUR,Spanish Unemployment Change,23.8K,-27.0K,17.7K
03/11/2022 11:05,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
03/11/2022 12:00,EUR,Italian Monthly Unemployment Rate,7.8%,7.9%,7.9%
03/11/2022 12:30,GBP,Final Services PMI,47.5,48.8,47.5
03/11/2022 12:47,EUR,Spanish 10-y Bond Auction,unknown,3.31|2.1,3.23|1.4
03/11/2022 12:58,EUR,French 10-y Bond Auction,unknown,2.76|2.1,2.59|2.4
03/11/2022 13:00,EUR,Unemployment Rate,6.6%,6.6%,6.7%
03/11/2022 14:30,USD,Challenger Job Cuts y/y,unknown,48.3%,67.6%
03/11/2022 15:00,GBP,BOE Monetary Policy Report,unknown,unknown,unknown
03/11/2022 15:00,GBP,Monetary Policy Summary,unknown,unknown,unknown
03/11/2022 15:00,GBP,MPC Official Bank Rate Votes,9-0-0,9-0-0,9-0-0
03/11/2022 15:00,GBP,Official Bank Rate,3.00%,3.00%,2.25%
03/11/2022 15:30,CAD,Building Permits m/m,-4.9%,-17.5%,12.0%
03/11/2022 15:30,CAD,Trade Balance,1.1B,1.1B,0.5B
03/11/2022 15:30,GBP,BOE Gov Bailey Speaks,unknown,unknown,unknown
03/11/2022 15:30,USD,Unemployment Claims,220K,217K,218K
03/11/2022 15:30,USD,Prelim Nonfarm Productivity q/q,-0.1%,0.3%,-4.1%
03/11/2022 15:30,USD,Prelim Unit Labor Costs q/q,3.9%,3.5%,10.2%
03/11/2022 15:30,USD,Trade Balance,-72.4B,-73.3B,-65.7B
03/11/2022 16:45,USD,Final Services PMI,46.6,47.8,46.6
03/11/2022 17:00,USD,ISM Services PMI,55.5,54.4,56.7
03/11/2022 17:00,USD,Factory Orders m/m,0.4%,0.3%,0.2%
03/11/2022 17:30,USD,Natural Gas Storage,99B,107B,52B
03/11/2022 20:30,CAD,Gov Council Member Beaudry Speaks,unknown,unknown,unknown
03/11/2022 23:30,GBP,MPC Member Mann Speaks,unknown,unknown,unknown
04/11/2022 00:30,AUD,AIG Construction Index,unknown,43.3,46.5
04/11/2022 03:30,AUD,RBA Monetary Policy Statement,unknown,unknown,unknown
04/11/2022 10:00,EUR,German Factory Orders m/m,-0.5%,-4.0%,-2.0%
04/11/2022 10:45,EUR,French Industrial Production m/m,-0.9%,-0.8%,2.7%
04/11/2022 11:15,EUR,Spanish Services PMI,48.2,49.7,48.5
04/11/2022 11:30,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
04/11/2022 11:45,EUR,Italian Services PMI,48.5,46.4,48.8
04/11/2022 11:50,EUR,French Final Services PMI,51.3,51.7,51.3
04/11/2022 11:55,EUR,German Final Services PMI,44.9,46.5,44.9
04/11/2022 12:00,EUR,Final Services PMI,48.2,48.6,48.2
04/11/2022 12:30,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
04/11/2022 12:30,GBP,Construction PMI,50.2,53.2,52.3
04/11/2022 13:00,EUR,PPI m/m,1.7%,1.6%,5.0%
04/11/2022 15:15,GBP,MPC Member Pill Speaks,unknown,unknown,unknown
04/11/2022 15:30,CAD,Employment Change,11.0K,108.3K,21.1K
04/11/2022 15:30,CAD,Unemployment Rate,5.3%,5.2%,5.2%
04/11/2022 15:30,USD,Average Hourly Earnings m/m,0.3%,0.4%,0.3%
04/11/2022 15:30,USD,Non-Farm Employment Change,197K,261K,315K
04/11/2022 15:30,USD,Unemployment Rate,3.6%,3.7%,3.5%
04/11/2022 17:00,CAD,Ivey PMI,60.2,50.1,59.5
04/11/2022 17:00,USD,FOMC Member Collins Speaks,unknown,unknown,unknown
04/11/2022 23:00,USD,FOMC Financial Stability Report,unknown,unknown,unknown
06/11/2022 09:00,CAD,Daylight Saving Time Shift,unknown,unknown,unknown
06/11/2022 09:00,USD,Daylight Saving Time Shift,unknown,unknown,unknown
07/11/2022 05:01,CNY,USD-Denominated Trade Balance,96.0B,85.2B,84.7B
07/11/2022 05:02,CNY,Trade Balance,702B,587B,574B
07/11/2022 08:45,CHF,Unemployment Rate,2.1%,2.1%,2.1%
07/11/2022 09:00,EUR,German Industrial Production m/m,0.2%,0.6%,-1.2%
07/11/2022 09:00,GBP,Halifax HPI m/m,-0.4%,-0.4%,-0.1%
07/11/2022 10:00,CHF,Foreign Currency Reserves,unknown,817B,806B
07/11/2022 10:40,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
07/11/2022 11:30,EUR,Sentix Investor Confidence,-35.2,-30.9,-38.3
07/11/2022 00:00,EUR,Eurogroup Meetings,unknown,unknown,unknown
07/11/2022 21:00,USD,Loan Officer Survey,unknown,unknown,unknown
07/11/2022 22:00,USD,Consumer Credit m/m,31.5B,25.0B,30.2B
07/11/2022 22:40,USD,FOMC Member Collins Speaks,unknown,unknown,unknown
07/11/2022 22:40,USD,FOMC Member Mester Speaks,unknown,unknown,unknown
07/11/2022 23:30,AUD,AIG Services Index,unknown,47.7,48.0
08/11/2022 01:30,AUD,Westpac Consumer Sentiment,unknown,-6.9%,-0.9%
08/11/2022 01:30,JPY,Average Cash Earnings y/y,1.7%,2.1%,1.7%
08/11/2022 01:30,JPY,Household Spending y/y,2.6%,2.3%,5.1%
08/11/2022 01:50,JPY,BOJ Summary of Opinions,unknown,unknown,unknown
08/11/2022 02:01,GBP,BRC Retail Sales Monitor y/y,1.5%,1.2%,1.8%
08/11/2022 02:26,AUD,NAB Business Confidence,unknown,unknown,unknown
08/11/2022 04:00,NZD,Inflation Expectations q/q,unknown,3.62%,3.07%
08/11/2022 19:00,JPY,Leading Indicators,97.9%,97.4%,101.3%
08/11/2022 09:45,EUR,French Prelim Private Payrolls q/q,0.4%,0.4%,0.5%
08/11/2022 09:45,EUR,French Trade Balance,-14.7B,-17.5B,-15.3B
08/11/2022 10:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
08/11/2022 10:15,CHF,SNB Chairman Jordan Speaks,unknown,unknown,unknown
08/11/2022 10:30,CHF,Gov Board Member Maechler Speaks,unknown,unknown,unknown
08/11/2022 11:00,EUR,Italian Retail Sales m/m,0.2%,0.5%,-0.3%
08/11/2022 11:00,GBP,MPC Member Pill Speaks,unknown,unknown,unknown
08/11/2022 11:30,AUD,RBA Gov Lowe Speaks,unknown,unknown,unknown
08/11/2022 12:00,EUR,Retail Sales m/m,0.4%,0.4%,0.0%
08/11/2022 12:56,USD,NFIB Small Business Index,91.3,91.3,92.1
08/11/2022 17:00,USD,RCM/TIPP Economic Optimism,41.5,40.4,41.6
08/11/2022 00:00,USD,Congressional Elections,unknown,unknown,unknown
08/11/2022 18:00,GBP,MPC Member Pill Speaks,unknown,unknown,unknown
09/11/2022 01:50,JPY,Bank Lending y/y,2.5%,2.7%,2.3%
09/11/2022 01:50,JPY,Current Account,0.01T,0.67T,0.10T
09/11/2022 03:34,CNY,CPI y/y,2.4%,2.1%,2.8%
09/11/2022 03:35,CNY,PPI y/y,-1.6%,-1.3%,0.9%
09/11/2022 05:35,JPY,30-y Bond Auction,unknown,1.56|3.3,1.48|2.9
09/11/2022 19:00,JPY,Economy Watchers Sentiment,50.0,49.9,48.4
09/11/2022 10:00,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
09/11/2022 11:05,AUD,RBA Gov Bullock Speaks,unknown,unknown,unknown
09/11/2022 12:03,GBP,10-y Bond Auction,unknown,3.71|2.2,4.11|2.4
09/11/2022 12:37,EUR,German 10-y Bond Auction,unknown,2.25|1.7,2.33|1.2
09/11/2022 15:00,GBP,MPC Member Haskel Speaks,unknown,unknown,unknown
09/11/2022 17:00,USD,Final Wholesale Inventories m/m,0.8%,0.6%,0.8%
09/11/2022 17:30,USD,Crude Oil Inventories,0.3M,3.9M,-3.1M
09/11/2022 18:30,GBP,MPC Member Cunliffe Speaks,unknown,unknown,unknown
09/11/2022 20:01,USD,10-y Bond Auction,unknown,4.14|2.2,3.93|2.3
10/11/2022 01:50,JPY,M2 Money Stock y/y,3.2%,3.1%,3.3%
10/11/2022 02:00,AUD,MI Inflation Expectations,unknown,6.0%,5.4%
10/11/2022 02:01,GBP,RICS House Price Balance,19%,-2%,30%
10/11/2022 19:59,JPY,Prelim Machine Tool Orders y/y,unknown,-5.4%,4.3%
10/11/2022 09:00,USD,FOMC Member Waller Speaks,unknown,unknown,unknown
10/11/2022 11:00,EUR,ECB Economic Bulletin,unknown,unknown,unknown
10/11/2022 11:00,EUR,Italian Industrial Production m/m,-1.6%,-1.8%,2.3%
10/11/2022 12:19,CNY,New Loans,800B,615B,2470B
10/11/2022 12:20,CNY,M2 Money Supply y/y,12.0%,11.8%,12.1%
10/11/2022 14:30,CHF,Gov Board Member Maechler Speaks,unknown,unknown,unknown
10/11/2022 15:00,GBP,MPC Member Ramsden Speaks,unknown,unknown,unknown
10/11/2022 15:10,GBP,MPC Member Tenreyro Speaks,unknown,unknown,unknown
10/11/2022 15:30,USD,Core CPI m/m,0.5%,0.3%,0.6%
10/11/2022 15:30,USD,CPI m/m,0.6%,0.4%,0.4%
10/11/2022 15:30,USD,CPI y/y,7.9%,7.7%,8.2%
10/11/2022 15:30,USD,Unemployment Claims,220K,225K,218K
10/11/2022 16:00,USD,Treasury Currency Report,unknown,unknown,unknown
10/11/2022 17:00,USD,Mortgage Delinquencies,unknown,3.45%,3.64%
10/11/2022 17:30,USD,Natural Gas Storage,92B,79B,107B
10/11/2022 18:55,CAD,BOC Gov Macklem Speaks,unknown,unknown,unknown
10/11/2022 07:30,USD,FOMC Member Mester Speaks,unknown,unknown,unknown
10/11/2022 20:01,USD,30-y Bond Auction,unknown,4.08|2.4,3.93|2.4
10/11/2022 20:30,USD,FOMC Member George Speaks,unknown,unknown,unknown
10/11/2022 21:00,USD,Federal Budget Balance,-93.0B,-87.8B,-429.7B
10/11/2022 23:30,NZD,BusinessNZ Manufacturing Index,unknown,49.3,51.7
10/11/2022 23:45,NZD,FPI m/m,unknown,0.8%,0.4%
11/11/2022 01:50,JPY,PPI y/y,8.8%,9.1%,10.2%
11/11/2022 09:00,EUR,German Final CPI m/m,0.9%,0.9%,0.9%
11/11/2022 09:00,GBP,GDP m/m,-0.4%,-0.6%,-0.1%
11/11/2022 09:00,GBP,Prelim GDP q/q,-0.5%,-0.2%,0.2%
11/11/2022 09:00,GBP,Construction Output m/m,-0.6%,0.4%,0.6%
11/11/2022 09:00,GBP,Goods Trade Balance,-18.6B,-15.7B,-17.2B
11/11/2022 09:00,GBP,Index of Services 3m/3m,-0.2%,0.0%,0.1%
11/11/2022 09:00,GBP,Industrial Production m/m,-0.3%,0.2%,-1.4%
11/11/2022 09:00,GBP,Manufacturing Production m/m,-0.4%,0.0%,-1.1%
11/11/2022 09:00,GBP,Prelim Business Investment q/q,0.6%,-0.5%,3.7%
11/11/2022 00:00,EUR,French Bank Holiday,unknown,unknown,unknown
11/11/2022 12:00,EUR,EU Economic Forecasts,unknown,unknown,unknown
11/11/2022 00:00,EUR,ECOFIN Meetings,unknown,unknown,unknown
11/11/2022 14:45,CHF,SNB Chairman Jordan Speaks,unknown,unknown,unknown
11/11/2022 14:55,GBP,NIESR GDP Estimate,unknown,-0.3%,-0.2%
11/11/2022 00:00,CAD,Bank Holiday,unknown,unknown,unknown
11/11/2022 00:00,USD,Bank Holiday,unknown,unknown,unknown
11/11/2022 17:00,USD,Prelim UoM Consumer Sentiment,59.5,54.7,59.9
11/11/2022 17:00,USD,Prelim UoM Inflation Expectations,unknown,5.1%,5.0%
11/11/2022 18:00,GBP,MPC Member Haskel Speaks,unknown,unknown,unknown
11/11/2022 07:30,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
13/11/2022 23:30,NZD,BusinessNZ Services Index,unknown,57.4,55.9
13/11/2022 23:30,USD,FOMC Member Waller Speaks,unknown,unknown,unknown
14/11/2022 02:01,GBP,Rightmove HPI m/m,unknown,-1.1%,0.9%
14/11/2022 09:30,CHF,PPI m/m,0.2%,0.0%,0.2%
14/11/2022 12:00,EUR,Industrial Production m/m,0.1%,0.9%,2.0%
14/11/2022 15:45,CAD,BOC Gov Macklem Speaks,unknown,unknown,unknown
14/11/2022 16:30,GBP,CB Leading Index m/m,unknown,-0.9%,-0.6%
14/11/2022 18:30,CHF,SNB Chairman Jordan Speaks,unknown,unknown,unknown
14/11/2022 18:30,USD,FOMC Member Brainard Speaks,unknown,unknown,unknown
14/11/2022 23:45,NZD,Visitor Arrivals m/m,unknown,16.6%,-3.3%
15/11/2022 01:50,JPY,Prelim GDP Price Index y/y,-0.6%,-0.5%,-0.3%
15/11/2022 01:50,JPY,Prelim GDP q/q,0.3%,-0.3%,0.9%
15/11/2022 02:30,AUD,Monetary Policy Meeting Minutes,unknown,unknown,unknown
15/11/2022 04:00,CNY,Fixed Asset Investment ytd/y,5.9%,5.8%,5.9%
15/11/2022 04:00,CNY,Industrial Production y/y,5.4%,5.0%,6.3%
15/11/2022 04:00,CNY,NBS Press Conference,unknown,unknown,unknown
15/11/2022 04:00,CNY,Retail Sales y/y,0.7%,-0.5%,2.5%
15/11/2022 04:00,CNY,Unemployment Rate,5.5%,5.5%,5.5%
15/11/2022 06:30,JPY,Revised Industrial Production m/m,-1.6%,-1.7%,-1.6%
15/11/2022 09:00,EUR,German WPI m/m,1.2%,-0.6%,1.6%
15/11/2022 09:00,GBP,Claimant Count Change,17.3K,3.3K,3.9K
15/11/2022 09:00,GBP,Average Earnings Index 3m/y,5.9%,6.0%,6.1%
15/11/2022 09:00,GBP,Unemployment Rate,3.5%,3.6%,3.5%
15/11/2022 09:45,EUR,French Final CPI m/m,1.0%,1.0%,1.0%
15/11/2022 12:00,EUR,German ZEW Economic Sentiment,-50.9,-36.7,-59.2
15/11/2022 12:00,EUR,Flash Employment Change q/q,0.4%,0.2%,0.4%
15/11/2022 12:00,EUR,Flash GDP q/q,0.2%,0.2%,0.2%
15/11/2022 12:00,EUR,Trade Balance,-42.3B,-37.7B,-47.6B
15/11/2022 12:00,EUR,ZEW Economic Sentiment,-52.0,-38.7,-59.7
15/11/2022 15:30,CAD,Manufacturing Sales m/m,-0.5%,0.0%,-1.9%
15/11/2022 15:30,CAD,Wholesale Sales m/m,-0.1%,0.1%,1.9%
15/11/2022 15:30,USD,Empire State Manufacturing Index,-6.1,4.5,-9.1
15/11/2022 15:30,USD,PPI m/m,0.4%,0.2%,0.2%
15/11/2022 15:30,USD,Core PPI m/m,0.3%,0.0%,0.2%
15/11/2022 16:00,USD,FOMC Member Cook Speaks,unknown,unknown,unknown
15/11/2022 16:17,NZD,GDT Price Index,unknown,2.4%,-3.9%
15/11/2022 17:00,USD,FOMC Member Barr Speaks,unknown,unknown,unknown
15/11/2022 00:00,All,G20 Meetings,unknown,unknown,unknown
16/11/2022 01:30,AUD,MI Leading Index m/m,unknown,-0.1%,-0.1%
16/11/2022 01:50,JPY,Core Machinery Orders m/m,0.6%,-4.6%,-5.8%
16/11/2022 02:30,AUD,Wage Price Index q/q,0.9%,1.0%,0.8%
16/11/2022 03:30,CNY,New Home Prices m/m,unknown,-0.37%,-0.28%
16/11/2022 06:30,JPY,Tertiary Industry Activity m/m,0.6%,-0.4%,0.7%
16/11/2022 09:00,GBP,CPI y/y,10.7%,11.1%,10.1%
16/11/2022 09:00,GBP,Core CPI y/y,6.4%,6.5%,6.5%
16/11/2022 09:00,GBP,PPI Input m/m,0.3%,0.6%,0.9%
16/11/2022 09:00,GBP,PPI Output m/m,0.5%,0.3%,0.3%
16/11/2022 09:00,GBP,RPI y/y,13.6%,14.2%,12.6%
16/11/2022 11:00,EUR,ECB Financial Stability Review,unknown,unknown,unknown
16/11/2022 11:30,GBP,HPI y/y,9.8%,9.5%,13.1%
16/11/2022 15:15,CAD,Housing Starts,273K,267k,299k
16/11/2022 15:30,CAD,CPI m/m,0.8%,0.7%,0.1%
16/11/2022 15:30,CAD,Median CPI y/y,4.8%,4.8%,4.7%
16/11/2022 15:30,CAD,Trimmed CPI y/y,5.3%,5.3%,5.2%
16/11/2022 15:30,CAD,Common CPI y/y,5.9%,6.2%,6.2%
16/11/2022 15:30,CAD,Core CPI m/m,unknown,0.4%,0.4%
16/11/2022 15:30,USD,Core Retail Sales m/m,0.5%,1.3%,0.1%
16/11/2022 15:30,USD,Retail Sales m/m,1.0%,1.3%,0.0%
16/11/2022 15:30,USD,Import Prices m/m,-0.5%,-0.2%,-1.1%
16/11/2022 16:15,GBP,Monetary Policy Report Hearings,unknown,unknown,unknown
16/11/2022 16:15,USD,Capacity Utilization Rate,80.4%,79.9%,80.1%
16/11/2022 16:15,USD,Industrial Production m/m,0.1%,-0.1%,0.1%
16/11/2022 16:50,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
16/11/2022 17:00,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
16/11/2022 17:00,USD,Business Inventories m/m,0.5%,0.4%,0.9%
16/11/2022 17:00,USD,FOMC Member Barr Speaks,unknown,unknown,unknown
16/11/2022 17:00,USD,NAHB Housing Market Index,36,33,38
16/11/2022 00:00,All,G20 Meetings,unknown,unknown,unknown
16/11/2022 17:30,USD,Crude Oil Inventories,-2.0M,-5.4M,3.9M
16/11/2022 21:35,USD,FOMC Member Waller Speaks,unknown,unknown,unknown
16/11/2022 23:00,USD,TIC Long-Term Purchases,113.0B,118.0B,198.3B
16/11/2022 23:45,NZD,PPI Input q/q,2.6%,0.8%,3.1%
16/11/2022 23:45,NZD,PPI Output q/q,2.1%,1.6%,2.4%
17/11/2022 01:50,JPY,Trade Balance,-1.93T,-2.30T,-2.04T
17/11/2022 02:30,AUD,Employment Change,15.0K,32.2K,-3.8K
17/11/2022 02:30,AUD,Unemployment Rate,3.5%,3.4%,3.5%
17/11/2022 09:00,CHF,Trade Balance,3.70B,4.14B,4.19B
17/11/2022 09:00,CNY,Foreign Direct Investment ytd/y,unknown,14.4%,15.6%
17/11/2022 11:00,EUR,Italian Trade Balance,-4.05B,-6.45B,-9.51B
17/11/2022 11:44,EUR,Spanish 10-y Bond Auction,unknown,2.90|1.8,3.31|2.1
17/11/2022 12:00,EUR,Final Core CPI y/y,5.0%,5.0%,5.0%
17/11/2022 12:00,EUR,Final CPI y/y,10.7%,10.6%,10.7%
17/11/2022 13:32,GBP,Autumn Forecast Statement,unknown,unknown,unknown
17/11/2022 14:30,GBP,MPC Member Pill Speaks,unknown,unknown,unknown
17/11/2022 15:00,USD,FOMC Member Bullard Speaks,unknown,unknown,unknown
17/11/2022 15:30,USD,Philly Fed Manufacturing Index,-6.0,-19.4,-8.7
17/11/2022 15:30,USD,Unemployment Claims,228K,222K,226K
17/11/2022 15:30,USD,Building Permits,1.51M,1.53M,1.56M
17/11/2022 15:30,USD,Housing Starts,1.41M,1.43M,1.49M
17/11/2022 16:15,USD,FOMC Member Bowman Speaks,unknown,unknown,unknown
17/11/2022 16:30,GBP,MPC Member Tenreyro Speaks,unknown,unknown,unknown
17/11/2022 16:40,USD,FOMC Member Mester Speaks,unknown,unknown,unknown
17/11/2022 17:30,USD,Natural Gas Storage,66B,64B,79B
17/11/2022 17:40,USD,FOMC Member Jefferson Speaks,unknown,unknown,unknown
17/11/2022 07:30,CHF,Gov Board Member Maechler Speaks,unknown,unknown,unknown
18/11/2022 01:30,JPY,National Core CPI y/y,3.5%,3.6%,3.0%
18/11/2022 02:01,GBP,GfK Consumer Confidence,-46,-44,-47
18/11/2022 09:00,GBP,Retail Sales m/m,0.5%,0.6%,-1.5%
18/11/2022 10:30,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
18/11/2022 15:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
18/11/2022 15:15,GBP,MPC Member Mann Speaks,unknown,unknown,unknown
18/11/2022 15:30,CAD,Foreign Securities Purchases,6.44B,-22.27B,26.22B
18/11/2022 15:30,CAD,IPPI m/m,0.6%,2.4%,0.0%
18/11/2022 15:30,CAD,RMPI m/m,0.2%,1.3%,-3.1%
18/11/2022 17:00,USD,Existing Home Sales,4.41M,4.43M,4.71M
18/11/2022 17:00,USD,CB Leading Index m/m,-0.4%,-0.8%,-0.5%
18/11/2022 07:15,GBP,MPC Member Haskel Speaks,unknown,unknown,unknown
21/11/2022 03:15,CNY,1-y Loan Prime Rate,3.65%,3.65%,3.65%
21/11/2022 03:15,CNY,5-y Loan Prime Rate,4.30%,4.30%,4.30%
21/11/2022 04:00,NZD,Credit Card Spending y/y,unknown,24.8%,34.0%
21/11/2022 09:00,EUR,German PPI m/m,0.9%,-4.2%,2.3%
21/11/2022 11:05,GBP,MPC Member Cunliffe Speaks,unknown,unknown,unknown
21/11/2022 17:30,AUD,CB Leading Index m/m,unknown,-0.2%,0.2%
21/11/2022 07:30,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
21/11/2022 23:45,NZD,Trade Balance,-1715M,-2129M,-1696M
22/11/2022 19:05,JPY,BOJ Core CPI y/y,2.2%,2.7%,2.0%
22/11/2022 09:00,GBP,Public Sector Net Borrowing,19.1B,12.7B,16.9B
22/11/2022 10:30,AUD,RBA Gov Lowe Speaks,unknown,unknown,unknown
22/11/2022 11:00,EUR,Current Account,-20.3B,-8.1B,-26.9B
22/11/2022 15:30,CAD,Core Retail Sales m/m,-0.6%,-0.7%,0.5%
22/11/2022 15:30,CAD,Retail Sales m/m,-0.5%,-0.5%,0.4%
22/11/2022 15:30,CAD,NHPI m/m,0.2%,-0.2%,-0.1%
22/11/2022 17:00,EUR,Consumer Confidence,-26,-24,-28
22/11/2022 17:00,USD,Richmond Manufacturing Index,-9,-9,-10
22/11/2022 18:00,USD,FOMC Member Mester Speaks,unknown,unknown,unknown
22/11/2022 18:45,CAD,Gov Council Member Rogers Speaks,unknown,unknown,unknown
22/11/2022 20:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
22/11/2022 21:15,USD,FOMC Member Bullard Speaks,unknown,unknown,unknown
22/11/2022 21:15,USD,FOMC Member George Speaks,unknown,unknown,unknown
23/11/2022 00:00,AUD,Flash Manufacturing PMI,unknown,51.5,52.7
23/11/2022 00:00,AUD,Flash Services PMI,unknown,47.2,49.3
22/11/2022 00:00,JPY,Bank Holiday,unknown,unknown,unknown
23/11/2022 03:00,NZD,Official Cash Rate,4.25%,4.25%,3.50%
23/11/2022 03:00,NZD,RBNZ Monetary Policy Statement,unknown,unknown,unknown
23/11/2022 03:00,NZD,RBNZ Rate Statement,unknown,unknown,unknown
23/11/2022 04:00,NZD,RBNZ Press Conference,unknown,unknown,unknown
23/11/2022 10:15,EUR,French Flash Services PMI,50.6,49.4,51.7
23/11/2022 10:15,EUR,French Flash Manufacturing PMI,46.9,49.1,47.2
23/11/2022 10:30,EUR,German Flash Manufacturing PMI,44.9,46.7,45.1
23/11/2022 10:30,EUR,German Flash Services PMI,46.1,46.4,46.5
23/11/2022 11:00,EUR,Flash Manufacturing PMI,46.0,47.3,46.4
23/11/2022 11:00,EUR,Flash Services PMI,48.0,48.6,48.6
23/11/2022 11:30,GBP,Flash Manufacturing PMI,45.7,46.2,46.2
23/11/2022 11:30,GBP,Flash Services PMI,48.0,48.8,48.8
23/11/2022 12:34,EUR,German 30-y Bond Auction,unknown,1.94|1.8,1.10|1.6
23/11/2022 13:00,EUR,German Buba Monthly Report,unknown,unknown,unknown
23/11/2022 15:30,CAD,Corporate Profits q/q,unknown,-8.1%,6.5%
23/11/2022 15:30,USD,Core Durable Goods Orders m/m,0.0%,0.5%,-0.9%
23/11/2022 15:30,USD,Durable Goods Orders m/m,0.4%,1.0%,0.3%
23/11/2022 15:30,USD,Unemployment Claims,225K,240K,223K
23/11/2022 16:45,USD,Flash Services PMI,48.0,46.1,47.8
23/11/2022 16:45,USD,Flash Manufacturing PMI,50.0,47.6,50.4
23/11/2022 17:00,USD,New Home Sales,570K,632K,588K
23/11/2022 17:00,USD,Revised UoM Consumer Sentiment,55.0,56.8,54.7
23/11/2022 17:00,USD,Revised UoM Inflation Expectations,unknown,4.9%,5.1%
23/11/2022 17:30,GBP,MPC Member Pill Speaks,unknown,unknown,unknown
23/11/2022 17:30,USD,Crude Oil Inventories,-2.6M,-3.7M,-5.4M
23/11/2022 07:00,USD,Natural Gas Storage,-86B,-80B,64B
23/11/2022 21:00,NZD,RBNZ Gov Orr Speaks,unknown,unknown,unknown
23/11/2022 21:00,USD,FOMC Meeting Minutes,unknown,unknown,unknown
23/11/2022 23:30,CAD,BOC Gov Macklem Speaks,unknown,unknown,unknown
24/11/2022 02:30,JPY,Flash Manufacturing PMI,50.9,49.4,50.7
24/11/2022 11:00,EUR,German ifo Business Climate,85.0,86.3,84.5
24/11/2022 11:45,GBP,MPC Member Ramsden Speaks,unknown,unknown,unknown
24/11/2022 12:30,GBP,MPC Member Pill Speaks,unknown,unknown,unknown
24/11/2022 13:00,GBP,CBI Industrial Order Expectations,-9,-5,-4
24/11/2022 14:30,EUR,ECB Monetary Policy Meeting Accounts,unknown,unknown,unknown
24/11/2022 00:00,USD,Bank Holiday,unknown,unknown,unknown
24/11/2022 15:45,GBP,MPC Member Mann Speaks,unknown,unknown,unknown
24/11/2022 15:57,EUR,Belgian NBB Business Climate,-14.2,-16.6,-15.5
24/11/2022 23:45,NZD,Retail Sales q/q,0.5%,0.4%,-2.2%
24/11/2022 23:45,NZD,Core Retail Sales q/q,0.7%,0.4%,-1.5%
25/11/2022 01:30,JPY,Tokyo Core CPI y/y,3.5%,3.6%,3.4%
25/11/2022 01:50,JPY,SPPI y/y,2.1%,1.8%,2.1%
25/11/2022 09:00,EUR,German Final GDP q/q,0.3%,0.4%,0.3%
25/11/2022 09:00,EUR,German GfK Consumer Climate,-39.5,-40.2,-41.9
28/11/2022 01:00,AUD,RBA Gov Lowe Speaks,unknown,unknown,unknown
28/11/2022 02:30,AUD,Retail Sales m/m,0.5%,-0.2%,0.6%
28/11/2022 11:00,EUR,M3 Money Supply y/y,6.1%,5.1%,6.3%
28/11/2022 11:00,EUR,Private Loans y/y,4.5%,4.2%,4.4%
28/11/2022 13:00,GBP,CBI Realized Sales,unknown,-19,18
28/11/2022 15:30,CAD,Current Account,-4.0B,-11.1B,2.6B
28/11/2022 16:00,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
28/11/2022 07:00,USD,FOMC Member Bullard Speaks,unknown,unknown,unknown
28/11/2022 07:00,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
28/11/2022 07:10,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
29/11/2022 01:30,JPY,Unemployment Rate,2.5%,2.6%,2.6%
29/11/2022 01:50,JPY,Retail Sales y/y,5.0%,4.3%,4.8%
29/11/2022 00:00,EUR,German Prelim CPI m/m,-0.2%,-0.5%,0.9%
29/11/2022 10:00,CHF,GDP q/q,0.3%,0.2%,0.1%
29/11/2022 10:00,EUR,Spanish Flash CPI y/y,7.4%,6.8%,7.3%
29/11/2022 11:30,GBP,M4 Money Supply m/m,0.8%,0.0%,2.1%
